Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,0.2981788781556216,0.2101886648880808,0.6515094814011585,0.7835985794616362
2,0.2044230885126374,0.19948063790798187,0.6842647568889264,0.8093867126788097
3,0.1868844444101507,0.16343793469040016,0.7305383118077331,0.8414001214864798
4,0.1536358886144378,0.17528911366274483,0.7007045282914589,0.8196002355897182
5,0.13493848673321984,0.17568732013827876,0.7065285512441527,0.8252118513584626
6,0.10401481146162206,0.14865706115961075,0.749479685340608,0.8543478648494136
7,0.08935321684588085,0.14613624191597888,0.7532168277969579,0.856882884254533
8,0.08729839074340734,0.15095673697559456,0.7496814183264959,0.8548052748229984
9,0.07166431437839162,0.14288857422376933,0.7579522721320283,0.8596447080376995
10,0.0682143277742646,0.17781267668071546,0.7043559881198178,0.8227536497714923
11,0.06469963646747849,0.14403329868065684,0.7602422502933849,0.8613785588592876
12,0.053880681571635336,0.14674239801733116,0.7609865847851848,0.8619338915487207
13,0.0488050561059605,0.15131645061467824,0.7522970371269921,0.8557301605054155
14,0.04376969201998277,0.14705348446180946,0.7575247350188634,0.8592436001078992
15,0.04011761661280285,0.15344119111174032,0.7565297593465994,0.858628894079256
16,0.040054170855066996,0.15255425635137057,0.7556066154894,0.8577309232536761
17,0.03698938153684139,0.15834237203786247,0.7520006570240889,0.8556025490015353
18,0.03548389988189394,0.15585698932409286,0.756625933494185,0.858710535801201
19,0.03398304351351478,0.1576696830360513,0.7564726748521184,0.8585715800775465
20,0.03518883575769988,0.1566124193762478,0.7568479996506691,0.8588950394913816
