Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,0.29636158645153043,0.21010729043107285,0.6491170017299134,0.7812484602242131
2,0.19928308183496649,0.17916561192587802,0.7151768535654304,0.8307250444077483
3,0.17650993249633096,0.15681182357825732,0.7426894811440663,0.8498537353572481
4,0.14593473943797025,0.15939477556630186,0.7441509735791735,0.8510146515878378
5,0.12650428685274992,0.14653997750658737,0.7488936392949089,0.8538462460103767
6,0.12253541553562337,0.15245343980036283,0.7393316888426882,0.8473399818383335
7,0.09881069761785594,0.1518335107125734,0.7409067146091954,0.8488016828098754
8,0.08571079847487537,0.14385661012247988,0.7483597657045502,0.852309827744294
9,0.0699186845259233,0.14096614208660627,0.7577636913227522,0.859220948466747
10,0.06559253341772339,0.1881254942793595,0.6964785867545112,0.8176953437596053
11,0.05990695377642458,0.14547212421894073,0.7568546188201025,0.8588636775336312
12,0.051819593594832854,0.1470857650825852,0.7597734575451142,0.8609366754618074
13,0.0466219461099668,0.14741669948163785,0.7612375227374727,0.8616494560236725
14,0.045213189788840036,0.15069259860013662,0.7529408106104041,0.8560556589931196
15,0.04204511432485147,0.15383675537611308,0.756158366692896,0.858237679561068
16,0.03842814276841554,0.1521604700308097,0.7606423070945025,0.8612946241868165
17,0.037459333511916076,0.1554403171727532,0.755007545354413,0.8574134381477397
18,0.03507600230249491,0.15659198478648537,0.7569011769199289,0.8587261999885188
19,0.034063204073093156,0.15981109244258782,0.7554776177524714,0.8577609213813114
20,0.03390324332497337,0.15892417924968819,0.757147876615915,0.858889893236154
