Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,1.173790361664512,0.23584430860845665,0.6714988623549205,0.8008072594886171
2,0.7841280709613453,0.16807670381508374,0.733736250950821,0.8441837159248479
3,0.6556837981397455,0.16400469957213654,0.7480323855563317,0.8538162938915977
4,0.5755874487486753,0.1463383624428197,0.7559888553846664,0.859548820672944
5,0.5747160326350819,0.14382018423394152,0.747658866216117,0.851801997531652
6,0.5356495553796942,0.14052267882384753,0.7679402009801087,0.8670350060155908
7,0.5386397957801818,0.13131613519630933,0.7675443698596401,0.8653984135874919
8,0.5063601553440094,0.14412442594766617,0.7650224713250825,0.8656370112263696
9,0.5133240640163421,0.14019837857861267,0.7713405719283007,0.8694127539221929
10,0.4847213560884649,0.13215509645248713,0.7786309744689267,0.8739940079877074
11,0.45606570785695855,0.12743928871656718,0.7873991698854689,0.8797472927909349
12,0.46198016513477674,0.12281468510627747,0.793554375094736,0.8835376257188566
13,0.43180728500539606,0.11841736577059093,0.7944111304465601,0.8839243083561906
14,0.4174921940673481,0.12078407602874856,0.7844262000967958,0.8773229457215816
15,0.40884742899374527,0.11944965900559175,0.789057884058741,0.8803973430307013
16,0.39125876426696776,0.11800684309319447,0.7938608941760978,0.8835276259898429
17,0.3744014479897239,0.11382620703232915,0.8013769136239101,0.8881896704267088
18,0.364960404959592,0.11226779104847658,0.804821043775435,0.8903421618583761
19,0.39071746468544005,0.11223030051118449,0.8044516831051326,0.8901503892521228
20,0.36885450807484715,0.11318166867682808,0.8022903685892292,0.8887997541125694
