Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,1.177015074816617,0.21691707325609108,0.6819727310509552,0.8068646968119634
2,0.7665215134620667,0.1956376347102617,0.7163894520600883,0.8333370782627332
3,0.6527636528015137,0.17425597341437088,0.7276917554604632,0.8406228609658245
4,0.6427922064607794,0.1517753679501383,0.7413959560559569,0.8486389847909802
5,0.5708398732272062,0.13930773342910566,0.7651822943273157,0.8652230987289301
6,0.5630830239165913,0.16041733363741323,0.7335747868209709,0.8453082296059048
7,0.5102756229313937,0.15222164635595523,0.7522728743472957,0.8571511379751257
8,0.5105301109227267,0.12756071788700005,0.7780124422555283,0.873261543493256
9,0.48409781726923856,0.1263587212091998,0.7831451087547038,0.8768588188555801
10,0.4632338984446092,0.12529075184935018,0.7821582104607028,0.8759626173294646
11,0.4423984554680911,0.13032129132433942,0.7707510568240203,0.868552140866434
12,0.45139609439806505,0.12486666205682252,0.7770806419751118,0.8719599253024654
13,0.4213738078420812,0.11648221823729966,0.7988020765619113,0.8868535147921498
14,0.42235407341610304,0.11474737446559102,0.7994708833364254,0.8871150828698844
15,0.40549352006478745,0.11353441131742377,0.8007341331258795,0.887821230033972
16,0.3919126670468937,0.11351572996691654,0.8014441044909245,0.8882823431494993
17,0.3861666668545116,0.1149499279103781,0.7992512946194233,0.8868361763956422
18,0.3755311055616899,0.11244558739034753,0.8042291864063028,0.8901655678069819
19,0.3737329304218292,0.11315323647699858,0.8032141442256575,0.8895037001761921
20,0.3619660718874498,0.11265474087313603,0.8043959155918962,0.8902170194087012
