Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,1.1861664067615163,0.19663148412578985,0.684930942683195,0.8096372770417236
2,0.793443177504973,0.3554664411042866,0.656028106796607,0.7880033091546111
3,0.6485069849274375,0.1853171822271849,0.7237889143164176,0.8378031432784575
4,0.6337791865522211,0.25137793076665776,0.6911904607637269,0.8125072892869102
5,0.5446978823705153,0.12834500560635015,0.77860169437279,0.8734502742977613
6,0.5359705150127411,0.13219964778737017,0.7714289094365193,0.8689553686704458
7,0.5479781600562009,0.17462602649864398,0.7144976788610475,0.8300522296797093
8,0.5172231609171087,0.13412567384933172,0.7734022764141483,0.8701968501921059
9,0.49357890540903265,0.12203111734829451,0.7891833155573821,0.8804492579017787
10,0.46577862501144407,0.12109116386426122,0.7918954982287894,0.8823175382768852
11,0.45812677903608845,0.13415102699869558,0.7732196383365156,0.8709010345711711
12,0.4242034830830314,0.11787639754383188,0.791971387021689,0.8818933657770961
13,0.4318295982750979,0.1191110497242526,0.7928781484503358,0.8828549862142046
14,0.4127275889570063,0.12136455507654893,0.7839883095924831,0.8768650752191051
15,0.39385613744909115,0.12010983063986427,0.788041703827699,0.879746378559885
16,0.4058829074556177,0.11502823743380998,0.798905584509831,0.8865865325116143
17,0.3781112215735696,0.11555116702067225,0.7972314870442041,0.885525243516646
18,0.36678484840826553,0.11389650365239695,0.8011255519526052,0.8880161989360363
19,0.36347417316653513,0.11375507908432107,0.8002112895562785,0.887365452600488
20,0.3604100563309409,0.11509698001961959,0.7990396417508966,0.8866601456775944
