Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,0.3001471080563285,0.21236277175577065,0.6573104265271441,0.78823261459586
2,0.20948185378854925,0.21231574133822792,0.6984760148371842,0.8191647488252126
3,0.1873526378111406,0.1802079414850787,0.7180824831069956,0.8337321692550702
4,0.15090767050331289,0.15075364042269557,0.7397711263501744,0.8469387248519951
5,0.13616314936767926,0.14988418041091217,0.7469614873837479,0.852337284257937
6,0.10733754431659526,0.15831106783528076,0.7211005896997286,0.8341866069841816
7,0.10429527285424146,0.14857099126828344,0.7417542491549416,0.8485327668971038
8,0.09290156052871183,0.14323302319175318,0.7536972989146533,0.8572599774974478
9,0.0821343482895331,0.17230928963736483,0.7328920952871862,0.8439196346243946
10,0.07587459046732295,0.16856670928628822,0.7143024281320368,0.8298194885172224
11,0.06424164575609294,0.13959117743529773,0.7648077816699296,0.8642050926563641
12,0.0539723162623969,0.14458319309510684,0.757191958862448,0.8590542456335122
13,0.048634201017293065,0.1453130390298994,0.7603466252233544,0.8611118099585905
14,0.045678355409340426,0.15681558102369308,0.7506469870400149,0.8548718294307199
15,0.04127798927101222,0.1504179929432116,0.7588318983682927,0.8600628586988658
16,0.0397337077354843,0.1529584323105059,0.7556938367674552,0.8580684991424651
17,0.038120352578434075,0.1571478980936502,0.7541846559899836,0.8569806606158238
18,0.03888479769229889,0.1568654591315671,0.7515166175063385,0.8552228602389892
19,0.039944776994260876,0.15490496197813436,0.7545974072228375,0.8572412191007226
20,0.035285595228726215,0.155220785423329,0.757685933212517,0.859367922020254
